Date,InterestRate,CROBEX,ERSTEAdriaticEquity,OTPMeridian20,ZBAktiv,RaiffeisenDMF,ERSTEPlaviEXPERT,ERSTEPlaviPROTECT
10-Aug-2013,0.97,1827.09,76.98,82.2399,98.52,171.0223,155.5773,158.7599
11-Aug-2013,0.97,1827.09,76.98,82.2399,98.52,171.0338,155.5863,158.7767
12-Aug-2013,0.97,1829.47,76.96,82.3983,98.52,171.0681,155.8821,158.8098
13-Aug-2013,0.97,1826.87,77.04,82.635,99.16,171.7067,156.1241,159.0254
14-Aug-2013,0.97,1835.6,77.05,82.9044,99.1,171.9031,156.2879,159.1181
15-Aug-2013,0.97,1835.6,77.05,82.9044,98.91,172.0083,156.3221,159.258
16-Aug-2013,0.97,1837.31,77.14,82.4913,98.91,172.1122,156.374,159.244
17-Aug-2013,0.97,1837.31,77.14,82.4913,98.7,171.9728,156.285,159.1741
18-Aug-2013,0.97,1837.31,77.14,82.4913,98.7,171.9843,156.2951,159.192
19-Aug-2013,0.97,1843.85,77.3,82.352,98.7,172.2512,156.1375,159.0814
20-Aug-2013,0.97,1854.08,77.16,81.818,97.76,172.1183,155.9796,158.9691
21-Aug-2013,0.97,1842.82,76.97,81.6182,97.18,171.9961,155.8047,158.864
22-Aug-2013,0.97,1851.76,77.13,81.8103,97.38,171.8774,155.9786,158.8238
23-Aug-2013,0.97,1849.47,77.05,82.3592,97.94,172.205,156.3509,159.0678
24-Aug-2013,0.97,1849.47,77.05,82.3592,97.94,172.1695,156.3175,159.0604
25-Aug-2013,0.97,1849.47,77.05,82.3592,97.94,172.1809,156.3276,159.0784
26-Aug-2013,0.97,1847.81,77.21,82.5429,97.94,172.0247,156.3977,159.0353
27-Aug-2013,0.97,1839.16,77.05,81.6732,97.5,171.8136,156.0244,159.155
28-Aug-2013,0.97,1830.97,76.94,81.2822,97.48,171.3607,155.3841,159.096
29-Aug-2013,0.97,1833.52,76.67,81.6621,97.87,171.4464,155.6943,159.1263
30-Aug-2013,0.97,1841.41,77.01,81.6069,98.06,172.6175,156.0789,159.3696
31-Aug-2013,0.97,1841.41,77.01,81.6069,98.08,172.6998,156.1376,159.4271
01-Sep-2013,0.97,1841.41,77.01,81.6069,98.08,172.7113,156.1478,159.4451
02-Sep-2013,0.97,1845.62,77.14,81.959,98.08,172.8038,156.3659,159.4636
03-Sep-2013,0.97,1840.85,76.69,81.8014,99.01,173.1135,156.5142,159.6539
04-Sep-2013,0.97,1833.14,76.93,81.7898,99.36,173.0927,156.6219,159.6763
05-Sep-2013,0.97,1835.26,76.65,81.7443,99.42,173.1971,156.6752,159.6966
06-Sep-2013,0.97,1826.19,76.14,81.6638,99.31,173.2092,156.5551,159.7849
07-Sep-2013,0.97,1826.19,76.14,81.6638,99.78,173.3139,156.6522,159.8545
08-Sep-2013,0.97,1826.19,76.14,81.6638,99.78,173.3255,156.6625,159.8729
09-Sep-2013,0.97,1834.31,76.21,81.9504,99.78,173.1619,157.0095,159.8318
10-Sep-2013,0.97,1833.55,76.51,82.2676,99.95,173.2594,157.1497,159.9877
11-Sep-2013,0.97,1831.36,76.4,82.4729,100,173.44,157.1484,160.1056
12-Sep-2013,0.97,1825.53,76.36,82.5909,100.09,173.3922,157.2582,160.2225
13-Sep-2013,0.97,1828.35,76.37,82.8179,100.27,173.1825,157.3057,160.175
14-Sep-2013,0.97,1828.35,76.37,82.8179,100.35,173.2257,157.33,160.2084
15-Sep-2013,0.97,1828.35,76.37,82.8179,100.35,173.2427,157.3402,160.2267
16-Sep-2013,0.97,1825.7,76.13,82.9751,100.35,173.586,157.5,160.2142
17-Sep-2013,0.97,1819.02,75.73,82.4857,100.2,173.2803,157.106,160.0626
18-Sep-2013,0.97,1820.68,75.71,82.4649,100.66,173.3613,157.1263,160.1427
19-Sep-2013,0.97,1829.82,75.64,83.0597,101.32,174.2481,157.8142,160.6885
20-Sep-2013,0.97,1823.97,75.57,82.9222,100.87,173.7644,157.5074,160.4683
21-Sep-2013,0.97,1823.97,75.57,82.9222,100.72,173.8398,157.5652,160.5217
22-Sep-2013,0.97,1823.97,75.57,82.9222,100.72,173.8514,157.5753,160.5399
23-Sep-2013,0.97,1822.03,75.49,82.6764,100.72,173.5306,157.3585,160.3878
24-Sep-2013,0.97,1818.01,75.34,82.7441,100.81,173.3043,157.4,160.3868
25-Sep-2013,0.97,1822.35,75.16,83.1805,100.48,173.0771,157.4995,160.6482
26-Sep-2013,0.97,1818.65,75.11,83.3458,100.5,173.1894,157.2921,160.6096
27-Sep-2013,0.97,1819.42,75.52,83.5753,100.23,173.2608,157.1743,160.551
28-Sep-2013,0.97,1819.42,75.52,83.5753,99.89,173.2814,157.1889,160.5735
29-Sep-2013,0.97,1819.42,75.52,83.5753,99.89,173.293,157.1993,160.5918
30-Sep-2013,0.97,1810.54,75,83.3498,99.89,173.0446,157.0119,160.3853
01-Oct-2013,0.97,1812.19,74.81,83.5817,100.01,173.1779,157.2161,160.479
02-Oct-2013,0.97,1816.21,74.77,83.3829,99.58,172.6408,156.9398,160.4037
03-Oct-2013,0.97,1818.77,74.87,83.5586,99.38,172.5719,156.8542,160.4361
04-Oct-2013,0.97,1804.94,74.75,83.5912,99.26,172.4266,156.6615,160.3414
05-Oct-2013,0.97,1804.94,74.75,83.5912,99.41,172.5361,156.7307,160.4148
06-Oct-2013,0.97,1804.94,74.75,83.5912,99.41,172.5478,156.7412,160.4331
07-Oct-2013,0.97,1794.96,74.48,83.5432,99.41,172.2626,156.5749,160.4762
08-Oct-2013,0.97,1794.96,74.48,83.5432,99.4,172.166,156.6227,160.6269
09-Oct-2013,0.97,1795.41,74.45,83.6287,99.4,171.9116,156.8146,160.7037
10-Oct-2013,0.97,1787.7,74.23,83.9201,99.89,172.3807,157.1022,160.8029
11-Oct-2013,0.97,1794.06,74.49,84.0024,100.02,172.6676,157.2322,160.7992
12-Oct-2013,0.97,1794.06,74.49,84.0024,99.62,172.4768,157.107,160.7034
13-Oct-2013,0.97,1794.06,74.49,84.0024,99.62,172.4884,157.1173,160.7215
14-Oct-2013,0.97,1782.55,74.03,83.7315,99.62,172.7826,156.951,160.7098
15-Oct-2013,0.97,1777.43,74.12,84.2588,99.19,172.9282,157.1894,160.8021
16-Oct-2013,0.97,1777.41,74.27,84.3972,99.32,173.2387,157.2913,160.9234
17-Oct-2013,0.97,1765.09,73.83,84.295,99.76,173.4293,157.3141,161.1341
18-Oct-2013,0.97,1768.11,73.84,84.2745,99.77,173.5927,157.3654,161.1644
19-Oct-2013,0.97,1768.11,73.84,84.2745,100.04,173.467,157.2702,161.1033
20-Oct-2013,0.97,1768.11,73.84,84.2745,100.04,173.4786,157.2804,161.1213
21-Oct-2013,0.97,1760.25,73.49,84.4915,100.04,173.3435,157.1982,161.1197
22-Oct-2013,0.97,1762.55,74.04,84.7522,100.13,173.4757,157.3204,161.1337
23-Oct-2013,0.97,1756.76,73.69,84.5257,99.61,173.385,157.2028,161.234
24-Oct-2013,0.97,1766.01,73.73,84.8225,99.57,173.5978,157.2515,161.1668
25-Oct-2013,0.97,1764.1,73.81,84.8611,99.46,173.5586,157.1845,161.0824
26-Oct-2013,0.97,1764.1,73.81,84.8611,99.67,173.7282,157.2897,161.1901
27-Oct-2013,0.97,1764.1,73.81,84.8611,99.67,173.7398,157.3,161.2081
28-Oct-2013,0.97,1762.22,73.95,85.0245,99.67,173.5977,157.2269,161.1821
29-Oct-2013,0.97,1766.22,73.86,85.0898,99.8,173.9734,157.463,161.1257
30-Oct-2013,0.97,1754.43,73.49,85.2035,100.18,174.2056,157.3864,161.2001
31-Oct-2013,0.97,1764.41,73.81,85.4138,100.13,174.2081,157.3395,161.2275
01-Nov-2013,0.97,1764.41,73.81,85.4138,101.01,174.262,157.3674,161.2395
02-Nov-2013,0.97,1764.41,73.81,85.4138,101.01,174.2722,157.3775,161.2574
03-Nov-2013,0.97,1764.41,73.81,85.4138,101.01,174.2823,157.3877,161.2753
04-Nov-2013,0.97,1751.13,73.79,85.518,101.01,174.6543,157.3273,161.3007
05-Nov-2013,0.97,1753.11,73.52,85.1367,100.59,174.8082,157.2912,161.303
06-Nov-2013,0.97,1748.57,73.63,85.7258,101.56,174.9831,157.4084,161.3021
07-Nov-2013,0.97,1757.42,73.74,85.6481,101.02,174.6655,157.4657,161.3645
08-Nov-2013,0.97,1767.02,73.9,85.474,101.32,174.86,157.6109,161.3093
09-Nov-2013,0.97,1767.02,73.9,85.474,101.44,175.0684,157.7682,161.439
10-Nov-2013,0.97,1767.02,73.9,85.474,101.44,175.08,157.7784,161.457
11-Nov-2013,0.97,1753.68,73.65,85.3635,101.44,175.1096,157.6532,161.4519
12-Nov-2013,0.97,1741.65,73.49,85.1472,101.88,174.9655,157.3914,161.3736
13-Nov-2013,0.97,1740.44,73.33,84.8473,101.84,175.1682,157.3912,161.3908
14-Nov-2013,0.97,1741.33,73.28,85.0256,101.88,174.9953,157.483,161.4988
15-Nov-2013,0.97,1745.62,73.6,85.2959,102.14,175.4041,157.5847,161.667
16-Nov-2013,0.97,1745.62,73.6,85.2959,102.17,175.3926,157.5754,161.672
17-Nov-2013,0.97,1745.62,73.6,85.2959,102.17,175.4039,157.5854,161.6898
18-Nov-2013,0.97,1748.16,73.65,85.6553,102.17,175.7377,157.723,161.8264
19-Nov-2013,0.97,1758.18,73.96,85.5676,101.9,175.6201,157.7478,161.849
20-Nov-2013,0.97,1765.84,74.08,85.6646,101.52,175.7385,157.8384,161.8805
21-Nov-2013,0.97,1771.8,74.08,85.5517,101.52,175.7953,157.9981,161.794
22-Nov-2013,0.97,1772.37,73.98,85.626,101.36,175.9615,158.1675,161.9249
23-Nov-2013,0.97,1772.37,73.98,85.626,100.92,176.0253,158.153,161.9551
24-Nov-2013,0.97,1772.37,73.98,85.626,100.92,176.0364,158.162,161.9719
25-Nov-2013,0.97,1776.21,73.97,85.5941,100.92,176.0607,158.2253,162.0804
26-Nov-2013,0.97,1768.62,74.16,85.4017,100.54,176.0121,158.1921,162.0515
27-Nov-2013,0.97,1767.79,74.13,85.5512,100.32,175.9829,158.2,162.0351
28-Nov-2013,0.97,1766.57,74.12,85.3058,100.15,176.1317,158.105,161.9677
29-Nov-2013,0.97,1772.11,74.11,85.3706,100.43,175.9409,158.2589,162.1743
30-Nov-2013,0.97,1772.11,74.11,85.3706,99.89,175.7512,158.143,162.0727
01-Dec-2013,0.97,1772.11,74.11,85.3706,99.89,175.7628,158.1537,162.0907
02-Dec-2013,0.97,1767.04,73.99,85.3292,99.89,175.7758,157.9606,162.0676
03-Dec-2013,0.97,1760.55,73.46,84.7662,99.71,175.4915,157.9135,162.1578
04-Dec-2013,0.97,1768.72,73.53,84.345,99.6,175.4812,157.825,162.0528
05-Dec-2013,0.97,1765.46,73.7,84.0571,99.33,175.231,157.6357,162.0393
06-Dec-2013,0.97,1765.29,73.56,84.0778,99.89,175.6393,157.6854,162.0589
07-Dec-2013,0.97,1765.29,73.56,84.0778,99.91,175.5522,157.5958,162.0069
08-Dec-2013,0.97,1765.29,73.56,84.0778,99.91,175.5638,157.6064,162.0247
09-Dec-2013,0.97,1759.39,73.69,84.1967,99.91,175.7309,157.6157,161.9528
10-Dec-2013,0.97,1758.03,73.92,84.1698,99.78,175.443,157.516,162.0205
11-Dec-2013,0.97,1760.85,73.52,84.1471,99.48,175.4904,157.4816,162.1807
12-Dec-2013,0.97,1762.43,73.85,84.0802,99.51,175.1594,157.4422,162.096
13-Dec-2013,0.97,1766.52,74.01,83.8956,99.5,175.241,157.5969,162.1422
14-Dec-2013,0.97,1766.52,74.01,83.8956,99.81,175.3097,157.6846,162.2079
15-Dec-2013,0.97,1766.52,74.01,83.8956,99.81,175.3212,157.6951,162.2254
16-Dec-2013,0.97,1771.08,73.99,83.6667,99.81,175.342,157.7811,162.2146
17-Dec-2013,0.97,1770.09,74.22,83.2916,100.15,174.6882,157.3095,161.822
18-Dec-2013,0.97,1777.99,74.41,83.3223,99.96,174.8983,157.7913,161.7481
19-Dec-2013,0.97,1786.56,74.71,83.5306,100.18,174.8809,158.172,161.8286
20-Dec-2013,0.97,1778.49,74.61,83.3951,100.4,175.3052,158.3089,161.9186
21-Dec-2013,0.97,1778.49,74.61,83.3951,100.69,175.3833,158.3757,161.9805
22-Dec-2013,0.97,1778.49,74.61,83.3951,100.69,175.3943,158.3861,161.9979
23-Dec-2013,0.97,1783.23,74.8,83.7653,100.69,175.8502,158.5775,162.0404
24-Dec-2013,0.97,1783.23,74.53,83.7657,100.61,175.9104,158.5894,162.0541
25-Dec-2013,0.97,1783.23,74.53,83.7657,100.72,175.9478,158.5993,162.073
26-Dec-2013,0.97,1783.23,74.53,83.7657,100.72,176.0202,158.6076,162.0892
27-Dec-2013,0.97,1780.38,75.23,84.307,100.72,175.9224,158.5878,162.1973
28-Dec-2013,0.97,1780.38,75.23,84.307,100.12,175.7427,158.3811,162.0597
29-Dec-2013,0.97,1780.38,75.23,84.307,100.12,175.7533,158.3912,162.0768
30-Dec-2013,0.97,1779.75,75.48,84.6672,100.12,175.7156,158.4342,162.0589
31-Dec-2013,0.97,1794.28,75.59,84.7837,100.64,176.1586,158.5878,162.1904
01-Jan-2014,0.49,1794.28,75.59,84.7837,100.64,176.0241,158.5159,162.1174
02-Jan-2014,0.49,1804.55,76.23,85.4795,100.64,175.9316,158.3238,161.9598
03-Jan-2014,0.49,1799.24,76.33,85.5724,100.84,175.9135,158.5806,162.0445
04-Jan-2014,0.49,1799.24,76.33,85.5724,101.63,176.0759,158.7417,162.1758
05-Jan-2014,0.49,1799.24,76.33,85.5724,101.63,176.0867,158.7519,162.1929
06-Jan-2014,0.49,1799.24,76.33,85.5724,101.63,176.0295,158.8253,162.3171
07-Jan-2014,0.49,1802.6,76.53,85.7688,101.63,176.561,159.1152,162.5877
08-Jan-2014,0.49,1800.64,76.32,85.7758,101.68,176.774,159.1981,162.6402
09-Jan-2014,0.49,1812.63,76.17,85.5898,102.02,177.0616,159.3611,162.7624
10-Jan-2014,0.49,1804.47,76.61,86.1715,102.03,177.2186,159.3366,162.8167
11-Jan-2014,0.49,1804.47,76.61,86.1715,102.09,177.2548,159.3789,162.8558
12-Jan-2014,0.49,1804.47,76.61,86.1715,102.09,177.2649,159.3891,162.8726
13-Jan-2014,0.49,1816.26,76.39,86.054,102.09,177.4459,159.651,163.0292
14-Jan-2014,0.49,1814.76,76.56,86.0591,101.83,177.5292,159.6294,163.0556
15-Jan-2014,0.49,1810.91,76.41,85.9033,102.01,177.832,159.7498,163.0383
16-Jan-2014,0.49,1801.89,76.5,86.0965,102.06,177.6645,159.5055,163.041
17-Jan-2014,0.49,1812.12,76.7,86.2697,102.26,177.9023,159.6135,163.0171
18-Jan-2014,0.49,1812.12,76.7,86.2697,102.27,177.9493,159.6545,163.0592
19-Jan-2014,0.49,1812.12,76.7,86.2697,102.27,177.9593,159.6646,163.0756
20-Jan-2014,0.49,1812.97,76.59,86.3689,102.27,178.3091,159.7747,163.0823
21-Jan-2014,0.49,1809.53,76.51,86.5165,102.18,178.6352,159.8806,163.2403
22-Jan-2014,0.49,1810.75,76.5,86.6248,101.9,178.8333,159.8551,163.1869
23-Jan-2014,0.49,1811.16,76.49,86.1825,101.92,178.1979,159.7133,163.2678
24-Jan-2014,0.49,1804.33,75.99,85.2623,100.82,177.4544,159.0579,163.0901
25-Jan-2014,0.49,1804.33,75.99,85.2623,100.21,177.4262,159.0102,163.0701
26-Jan-2014,0.49,1804.33,75.99,85.2623,100.21,177.4356,159.0203,163.0864
27-Jan-2014,0.49,1796.24,75.45,84.8097,100.21,177.2047,158.942,163.1053
28-Jan-2014,0.49,1795.18,75.63,85.0905,100.72,177.5906,159.006,163.1904
29-Jan-2014,0.49,1801.67,75.59,84.9972,100.74,177.5227,158.9489,163.1562
30-Jan-2014,0.49,1807.3,75.77,85.0086,100.48,177.507,159.0028,163.0428
31-Jan-2014,0.49,1803.53,75.88,85.1926,100.61,177.3594,158.9612,163.1165
01-Feb-2014,0.49,1803.53,75.88,85.1926,100.39,177.5522,159.1518,163.2649
02-Feb-2014,0.49,1803.53,75.88,85.1926,100.39,177.5612,159.1615,163.2806
03-Feb-2014,0.49,1795.09,75.38,84.9065,100.39,177.1183,159.0179,163.3353
04-Feb-2014,0.49,1789.13,75.11,84.8762,100.45,177.1288,158.9856,163.4582
05-Feb-2014,0.49,1797.79,75.26,85.081,100.56,177.113,159.0759,163.4103
06-Feb-2014,0.49,1800.65,75.31,85.3359,100.8,178.2229,159.6727,163.6064
07-Feb-2014,0.49,1804.62,75.2,85.4024,100.23,179.039,159.8257,163.9211
08-Feb-2014,0.49,1804.62,75.2,85.4024,100.44,179.0239,159.7898,163.9098
09-Feb-2014,0.49,1804.62,75.2,85.4024,100.44,179.033,159.7994,163.9252
10-Feb-2014,0.49,1804.72,74.99,85.0868,100.44,177.7712,159.8518,163.8861
11-Feb-2014,0.49,1806.21,75.05,85.4871,100.66,179.4652,160.1785,164.2773
12-Feb-2014,0.49,1810.22,74.96,85.6616,100.55,180.0077,160.1787,164.4947
13-Feb-2014,0.49,1811.59,75.13,85.7266,100.3,180.3591,160.2146,164.4741
14-Feb-2014,0.49,1798.87,74.86,85.6913,100.7,180.4214,160.2627,164.6201
15-Feb-2014,0.49,1798.87,74.86,85.6913,100.7,180.4333,160.2448,164.6271
16-Feb-2014,0.49,1798.87,74.86,85.6913,100.82507,180.4458,160.2543,164.6446
17-Feb-2014,0.49,1798.34,74.85,85.7048,100.82507,180.5549,160.2838,164.67
18-Feb-2014,0.49,1791,74.85,85.3997,100.71992,180.6502,160.2556,164.713
19-Feb-2014,0.49,1786.73,74.8,84.9728,100.46274,180.5236,160.0826,164.5921
20-Feb-2014,0.49,1788.36,74.82,84.73,100.89924,180.6365,160.1423,164.6855
21-Feb-2014,0.49,1787.15,74.81,85.2308,100.65111,180.6631,160.4603,164.908
22-Feb-2014,0.49,1787.15,74.81,85.2308,100.957,180.7227,160.4809,164.9487
23-Feb-2014,0.49,1787.15,74.81,85.2308,100.957,180.7352,160.4904,164.966
24-Feb-2014,0.49,1784.61,74.4,85.2717,100.957,181.134,160.7113,165.1103
25-Feb-2014,0.49,1783.84,74.57,85.3943,100.89478,181.1502,160.8657,165.144
26-Feb-2014,0.49,1781.13,74.4,85.3432,100.76412,181.1342,160.8059,165.3807
27-Feb-2014,0.49,1778.54,74.54,85.1526,100.61018,181.2752,161.0075,165.6177
28-Feb-2014,0.49,1795.09,74.69,85.7989,101.24125,182.2967,161.7625,165.821
01-Mar-2014,0.49,1795.09,74.69,85.7989,99.69836,182.1023,161.53,165.6659
02-Mar-2014,0.49,1795.09,74.69,85.7989,99.69836,182.1145,161.5393,165.6831
03-Mar-2014,0.49,1775.32,73.99,83.8425,99.69836,181.3476,160.839,165.4057
04-Mar-2014,0.49,1773.33,73.78,84.4448,100.40393,181.5749,160.9216,165.4258
05-Mar-2014,0.49,1772.45,73.49,84.5575,100.39049,181.7748,160.9826,165.5657
06-Mar-2014,0.49,1781.08,74,85.079,100.46374,182.1829,161.3285,165.7471
07-Mar-2014,0.49,1782.71,73.91,84.9516,100.1826,182.1456,161.1512,165.7217
08-Mar-2014,0.49,1782.71,73.91,84.9516,99.62009,182.0243,160.9475,165.6075
09-Mar-2014,0.49,1782.71,73.91,84.9516,99.62009,182.0364,160.9567,165.6244
10-Mar-2014,0.49,1777.56,73.77,84.486,99.62009,181.9911,160.7732,165.6384
11-Mar-2014,0.49,1773.68,73.79,84.3933,99.59577,181.8524,160.4629,165.6364
12-Mar-2014,0.49,1776.79,73.23,83.8208,99.08645,181.9734,160.3784,165.6447
13-Mar-2014,0.49,1764.51,72.76,83.2755,98.76264,181.9906,160.1519,165.678
14-Mar-2014,0.49,1761.88,72.77,82.9457,98.02214,181.6776,159.8502,165.5218
15-Mar-2014,0.49,1761.88,72.77,82.9457,98.60825,181.7754,159.9591,165.6107
16-Mar-2014,0.49,1761.88,72.77,82.9457,98.60825,181.7875,159.9683,165.6276
17-Mar-2014,0.49,1763.78,72.86,83.4992,98.60825,181.8934,159.9686,165.6084
18-Mar-2014,0.49,1763.7,72.81,84.0397,99.25985,182.1072,160.1417,165.6754
19-Mar-2014,0.49,1764.52,73.02,84.3985,99.18496,182.0552,160.1236,165.7181
20-Mar-2014,0.49,1771.2,73.24,84.5238,99.11131,182.1473,160.0868,165.6532
21-Mar-2014,0.49,1776.23,73.18,84.3428,99.54259,182.4139,160.6722,165.9135
22-Mar-2014,0.49,1776.23,73.18,84.3428,99.14954,182.3644,160.6241,165.8841
23-Mar-2014,0.49,1776.23,73.18,84.3428,99.14954,182.3765,160.6326,165.9002
24-Mar-2014,0.49,1760.14,73.1,84.0379,99.14954,182.231,160.3086,165.9231
25-Mar-2014,0.49,1766.1,73,84.3645,99.75238,182.2058,160.7528,166.0425
26-Mar-2014,0.49,1752.08,73.06,84.9308,99.58123,182.2569,160.8516,166.1406
27-Mar-2014,0.49,1752.25,73.03,84.7552,99.34106,182.0258,160.6173,166.015
28-Mar-2014,0.49,1753.22,72.9,85.1073,99.86322,182.5059,160.8898,166.2524
29-Mar-2014,0.49,1753.22,72.9,85.1073,100.65798,182.5169,160.9199,166.2761
30-Mar-2014,0.49,1753.22,72.9,85.1073,100.65798,182.5293,160.9289,166.2925
31-Mar-2014,0.49,1758.44,72.76,85.5526,100.65798,182.7068,161.1483,166.4193
01-Apr-2014,0.49,1756.5,72.99,85.9371,100.74404,182.4876,161.2417,166.2744
02-Apr-2014,0.49,1751.24,72.85,86.3159,100.88646,182.8959,161.2766,166.3187
03-Apr-2014,0.49,1749.56,73.05,86.5216,100.7986,182.9285,161.2685,166.0592
04-Apr-2014,0.49,1749.76,73.25,86.8676,101.1551,183.0863,161.3832,166.3265
05-Apr-2014,0.49,1749.76,73.25,86.8676,100.70552,183.095,161.448,166.3638
06-Apr-2014,0.49,1749.76,73.25,86.8676,100.70552,183.1064,161.457,166.3804
07-Apr-2014,0.49,1749.55,73.71,86.6995,100.70552,182.8843,161.2724,166.432
08-Apr-2014,0.49,1742.95,73,86.5017,100.62199,182.8378,161.2483,166.4283
09-Apr-2014,0.49,1749.97,72.96,86.4442,100.74905,183.0476,161.313,166.3302
10-Apr-2014,0.49,1744.32,73,86.5683,100.40563,182.8423,161.2359,166.4349
11-Apr-2014,0.49,1744.84,73.04,86.2862,100.22941,182.5352,160.9757,166.4422
12-Apr-2014,0.49,1744.84,73.04,86.2862,100.12431,182.4862,160.9281,166.4156
13-Apr-2014,0.49,1744.84,73.04,86.2862,100.12431,182.4974,160.937,166.4321
14-Apr-2014,0.49,1734.54,73.2,85.9493,100.12431,182.5307,160.9272,166.405
15-Apr-2014,0.49,1740.77,73.29,85.4879,99.83218,182.4619,160.9397,166.328
16-Apr-2014,0.49,1733.8,73.43,85.5016,100.29013,182.1264,161.106,166.1987
17-Apr-2014,0.49,1736.2,73.61,85.7025,100.21564,182.2893,161.0849,166.2397
18-Apr-2014,0.49,1739.97,73.7,85.8627,100.19023,182.2971,161.0021,166.24
19-Apr-2014,0.49,1739.97,73.7,85.8627,100.53302,182.3902,161.0944,166.3171
20-Apr-2014,0.49,1739.97,73.7,85.8627,100.53302,182.4014,161.1032,166.333
21-Apr-2014,0.49,1739.97,73.7,85.8627,100.53302,182.4353,161.1542,166.3496
22-Apr-2014,0.49,1747.42,73.62,86.1494,100.53302,182.633,161.1648,166.5373
23-Apr-2014,0.49,1753.32,73.77,85.9852,100.93953,183.3216,161.4385,166.5618
24-Apr-2014,0.49,1757.18,73.77,85.8514,100.50707,183.3929,161.3602,166.5297
25-Apr-2014,0.49,1749.09,73.95,85.668,100.19951,183.4451,161.1612,166.5731
26-Apr-2014,0.49,1749.09,73.95,85.668,99.84225,183.447,161.1518,166.5792
27-Apr-2014,0.49,1749.09,73.95,85.668,99.84225,183.4581,161.1605,166.595
28-Apr-2014,0.49,1746.57,73.21,84.8688,99.84225,183.4381,160.967,166.5392
29-Apr-2014,0.49,1739.18,73.47,85.2717,100.14642,183.4671,160.9723,166.578
30-Apr-2014,0.49,1721.39,73.59,85.9579,101.27654,183.4707,160.6714,166.4695
01-May-2014,0.49,1721.39,73.59,85.9579,101.23728,183.5214,160.8365,166.5729
02-May-2014,0.49,1708.77,73.18,85.5667,101.23728,183.4524,160.6369,166.6578
03-May-2014,0.49,1708.77,73.18,85.5667,100.85385,183.3977,160.5801,166.625
04-May-2014,0.49,1708.77,73.18,85.5667,100.85385,183.4086,160.5887,166.6406
05-May-2014,0.49,1704.75,72.69,85.0651,100.85385,183.3495,160.5181,166.6455
06-May-2014,0.49,1698.39,72.41,84.9299,100.61269,183.0296,160.3215,166.594
07-May-2014,0.49,1679.64,71.94,85.2327,99.44332,182.2357,160.0724,166.5747
08-May-2014,0.49,1671.6,71.94,85.6676,99.47448,182.027,159.7899,166.4205
09-May-2014,0.49,1687.66,72.76,85.8103,99.81215,182.7123,160.0336,166.4603
10-May-2014,0.49,1687.66,72.76,85.8103,100.28759,182.8647,160.3025,166.6569
11-May-2014,0.49,1687.66,72.76,85.8103,100.28759,182.8754,160.3147,166.6724
12-May-2014,0.49,1677.52,73.1,85.8551,100.28759,183.1178,160.4027,166.7403
13-May-2014,0.49,1676.1,73.21,85.9606,100.7764,183.3558,160.6614,166.8074
14-May-2014,0.49,1680.2,73,85.9385,100.78659,183.305,160.7781,166.8395
15-May-2014,0.49,1697.79,72.97,85.5776,100.68262,183.5921,161.0709,167.0468
16-May-2014,0.49,1707.84,72.93,85.6823,100.6938,183.9675,161.3223,167.1256
17-May-2014,0.49,1707.84,72.93,85.6823,100.75198,183.9301,161.2344,167.0803
18-May-2014,0.49,1707.84,72.93,85.6823,100.75198,183.9407,161.2429,167.0958
19-May-2014,0.49,1686.06,72.96,85.6645,100.75198,184.4484,161.316,167.3019
20-May-2014,0.49,1664.3,72.69,85.4344,100.59851,184.6044,161.1421,167.4774
21-May-2014,0.49,1675.93,72.68,85.4973,101.10876,185.7035,161.3854,167.7094
22-May-2014,0.49,1687.44,72.91,86.1147,101.52615,186.3389,161.9282,167.8736
23-May-2014,0.49,1693.15,72.91,86.5265,101.71386,186.6531,162.2409,167.9676
24-May-2014,0.49,1693.15,72.91,86.5265,101.84393,186.643,162.3112,168.0035
25-May-2014,0.49,1693.15,72.91,86.5265,101.84393,186.6547,162.3197,168.0189
26-May-2014,0.49,1689.33,72.7,86.8772,101.84393,187.4241,162.2668,167.9481
27-May-2014,0.49,1696.52,72.83,86.8169,101.69582,187.2153,162.1437,167.8222
28-May-2014,0.49,1702.82,73.39,87.5412,101.82529,187.8319,161.9887,167.9082
29-May-2014,0.49,1719.86,73.95,87.9802,102.24658,187.8157,162.6119,167.9868
30-May-2014,0.49,1701.51,73.88,88.3304,102.49683,187.6607,162.8267,168.1696
31-May-2014,0.49,1701.51,73.88,88.3304,102.30718,187.5427,162.7635,168.109
01-Jun-2014,0.49,1701.51,73.88,88.3304,102.30718,187.5543,162.7726,168.1244
02-Jun-2014,0.49,1690.52,73.55,88.5547,102.30718,187.7499,163.1677,168.1845
03-Jun-2014,0.49,1713.63,73.75,88.47,102.25897,188.7243,163.4468,168.1292
04-Jun-2014,0.49,1715.83,73.7,88.3473,102.43033,188.6558,163.4833,167.9619
05-Jun-2014,0.49,1721.09,73.8,88.5924,102.9401,188.8734,163.5079,167.8738
06-Jun-2014,0.49,1729.93,74.29,89.3346,103.37575,189.5184,163.812,168.145
07-Jun-2014,0.49,1729.93,74.29,89.3346,103.44166,189.5973,163.8536,168.1955
08-Jun-2014,0.49,1729.93,74.29,89.3346,103.44166,189.6086,163.8626,168.2117
09-Jun-2014,0.49,1739.39,74.74,89.5262,103.44166,190.445,164.2129,168.2857
