Date,InterestRate,CROBEX,ERSTEAdriaticEquity,OTPMeridian20,ZBAktiv,RaiffeisenDMF,ERSTEPlaviEXPERT,ERSTEPlaviPROTECT
27-Sep-2011,2.6,1865.02,80.34,74.5231,92.11,149.8349,129.8869,133.48
28-Sep-2011,2.6,1871.66,80.11,74.3247,91.79,149.8453,129.8476,133.5505
29-Sep-2011,2.6,1854.03,79.98,74.3087,91.46,150.1511,130.0691,133.5859
30-Sep-2011,2.6,1854.41,79.48,73.5596,91.11,150.4148,130.0256,134.173
01-Oct-2011,2.6,1854.41,79.48,73.5596,90.55,150.4686,130.059,134.2019
02-Oct-2011,2.6,1854.41,79.48,73.5596,90.55,150.4806,130.0663,134.2183
03-Oct-2011,2.6,1816.76,78.09,72.4728,90.55,149.8296,129.2443,134.1165
04-Oct-2011,2.6,1787.89,77.23,71.0255,89.9,149.3885,128.5263,133.938
05-Oct-2011,2.6,1810.89,77.54,71.7545,90.47,149.5785,129.1817,133.7974
06-Oct-2011,2.6,1813.83,77.87,72.2532,90.91,149.7788,129.9458,133.8792
07-Oct-2011,2.6,1822.23,77.69,72.7929,90.76,149.6216,130.0019,133.8989
08-Oct-2011,2.6,1822.23,77.69,72.7929,90.78,149.5247,129.9207,133.8128
09-Oct-2011,2.6,1822.23,77.69,72.7929,90.78,149.5367,129.9279,133.8292
10-Oct-2011,2.6,1806.6,77.33,73.2324,90.78,149.4758,130.551,133.8428
11-Oct-2011,2.6,1794.15,77.51,73.2389,90.42,149.1882,130.4688,133.6792
12-Oct-2011,2.6,1820.02,77.87,74.3141,90.63,148.8786,130.7259,133.6305
13-Oct-2011,2.6,1820.72,78.59,73.9322,90.68,148.7016,130.2321,133.587
14-Oct-2011,2.6,1823.5,78.53,74.1229,91.1,149.0481,130.6751,133.7728
15-Oct-2011,2.6,1823.5,78.53,74.1229,90.09,148.9457,130.5894,133.6766
16-Oct-2011,2.6,1823.5,78.53,74.1229,90.09,148.9577,130.5971,133.6929
17-Oct-2011,2.6,1826.44,78.74,74.3986,90.09,149.0909,130.2371,133.8133
18-Oct-2011,2.6,1803.86,78.31,73.9523,89.67,148.8955,130.036,133.7758
19-Oct-2011,2.6,1802.67,78.77,74.1799,89.56,148.8094,130.1739,133.8215
20-Oct-2011,2.6,1788.82,78.24,73.8159,89.26,148.7608,129.5228,133.815
21-Oct-2011,2.6,1802.66,78.24,73.912,90.24,148.6696,130.111,133.77
22-Oct-2011,2.6,1802.66,78.24,73.912,90.79,148.7009,130.1356,133.7984
23-Oct-2011,2.6,1802.66,78.24,73.912,90.79,148.7131,130.1429,133.8152
24-Oct-2011,2.6,1800.98,77.94,73.4485,90.79,148.7834,130.7705,133.5682
25-Oct-2011,2.6,1809.23,78.09,73.4161,91.25,148.9992,130.8496,133.8682
26-Oct-2011,2.6,1838.85,78.55,73.8043,91.69,149.5089,130.9606,134.083
27-Oct-2011,2.6,1848.49,79.36,75.0013,91.66,150.5317,132.5835,134.5281
28-Oct-2011,2.6,1852.27,79.21,75.162,91.96,150.4805,132.6032,134.6852
29-Oct-2011,2.6,1852.27,79.21,75.162,91.37,150.4544,132.5485,134.682
30-Oct-2011,2.6,1852.27,79.21,75.162,91.37,150.4665,132.5555,134.6986
31-Oct-2011,2.6,1842.63,79.01,74.5239,91.37,150.3637,132.2929,134.8748
01-Nov-2011,2.6,1842.63,79.01,74.5239,91.18,150.4018,131.7722,134.8917
02-Nov-2011,2.6,1819.05,77.72,73.1791,91.18,150.0613,131.7579,134.878
03-Nov-2011,2.6,1820.58,77.69,73.1869,91.78,150.1432,132.2703,135.0024
04-Nov-2011,2.6,1840.99,77.81,73.2391,91.9,150.4968,132.4008,135.1161
05-Nov-2011,2.6,1840.99,77.81,73.2391,92.43,150.4855,132.3799,135.1094
06-Nov-2011,2.6,1840.99,77.81,73.2391,92.43,150.4978,132.3871,135.1261
07-Nov-2011,2.6,1829.8,77.64,73.2203,92.43,150.5346,131.6184,135.1194
08-Nov-2011,2.6,1842.39,77.93,73.6563,92.71,150.4868,131.8046,135.1589
09-Nov-2011,2.6,1825.78,77.68,73.1432,92.29,150.195,131.4615,134.8831
10-Nov-2011,2.6,1835.94,77.46,73.0643,92.12,150.3083,131.4884,134.8482
11-Nov-2011,2.6,1844.55,78.02,73.3486,92.98,150.4282,131.9544,134.9266
12-Nov-2011,2.6,1844.55,78.02,73.3486,92.99,150.4201,131.9271,134.9197
13-Nov-2011,2.6,1844.55,78.02,73.3486,92.99,150.4325,131.9343,134.9363
14-Nov-2011,2.6,1845.4,77.93,73.0656,92.99,150.4246,131.875,134.931
15-Nov-2011,2.6,1830.78,77.52,73.3225,92.55,150.2864,131.0257,134.4193
16-Nov-2011,2.6,1821.71,77.42,73.3144,92.17,150.1865,130.9567,134.336
17-Nov-2011,2.6,1820.69,76.9,73.0485,91.43,149.9498,130.7701,134.7949
18-Nov-2011,2.6,1811.05,76.8,72.6636,90.84,149.653,130.7379,134.5566
19-Nov-2011,2.6,1811.05,76.8,72.6636,90.48,149.7778,130.8363,134.7031
20-Nov-2011,2.6,1811.05,76.8,72.6636,90.48,149.7904,130.8435,134.7196
21-Nov-2011,2.6,1788.94,76.33,71.9986,90.48,149.5669,129.8488,134.4445
22-Nov-2011,2.6,1782.88,75.93,71.5193,90.28,149.4668,129.578,134.2987
23-Nov-2011,2.6,1765.21,75.45,71.0742,89.39,149.2496,128.8356,133.9388
24-Nov-2011,2.6,1749.91,74.66,70.7138,88.89,149.0228,128.5259,133.8234
25-Nov-2011,2.6,1721.05,73.99,69.9648,88.29,148.4938,127.3239,133.269
26-Nov-2011,2.6,1721.05,73.99,69.9648,88.74,148.6152,127.4666,133.4092
27-Nov-2011,2.6,1721.05,73.99,69.9648,88.74,148.6279,127.4741,133.4258
28-Nov-2011,2.6,1744.25,74.12,70.3443,88.74,148.8079,128.3707,133.6128
29-Nov-2011,2.6,1721.66,73.97,69.901,88.62,148.7444,127.9944,133.0755
30-Nov-2011,2.6,1739.2,73.48,70.3168,89.03,149.0646,128.6334,133.3779
01-Dec-2011,2.6,1758.63,74.27,70.8191,90.08,149.5586,128.683,133.5734
02-Dec-2011,2.6,1799.53,74.43,71.3007,89.48,149.7797,129.1484,133.6679
03-Dec-2011,2.6,1799.53,74.43,71.3007,90.2,149.7929,129.1527,133.6859
04-Dec-2011,2.6,1799.53,74.43,71.3007,90.2,149.8056,129.1601,133.7024
05-Dec-2011,2.6,1809.23,75.06,71.822,90.2,150.0927,129.6024,133.9985
06-Dec-2011,2.6,1776.23,74.94,71.0919,90.46,150.1166,129.62,134.2541
07-Dec-2011,2.6,1776.15,74.91,71.3173,90.4,150.1244,129.4181,134.479
08-Dec-2011,2.6,1770.98,74.93,71.1905,90.25,149.8816,128.9582,134.5403
09-Dec-2011,2.6,1787.47,75.06,71.2792,90.04,150.1109,129.4534,134.5096
10-Dec-2011,2.6,1787.47,75.06,71.2792,89.46,150.0657,129.4042,134.479
11-Dec-2011,2.6,1787.47,75.06,71.2792,89.46,150.078,129.412,134.498
12-Dec-2011,2.6,1761.37,74.92,70.4253,89.46,149.8544,128.8408,134.641
13-Dec-2011,2.6,1756.26,74.36,70.3147,88.83,149.733,128.8162,134.6949
14-Dec-2011,2.6,1740.04,74.22,70.0008,88.4,149.4551,128.3626,134.6047
15-Dec-2011,2.6,1736.27,73.75,70.0874,88.62,149.4666,128.7576,134.857
16-Dec-2011,2.6,1754.23,74.18,70.4385,89.1,149.7111,128.8246,134.9148
17-Dec-2011,2.6,1754.23,74.18,70.4385,89.08,149.7632,128.8676,134.9716
18-Dec-2011,2.6,1754.23,74.18,70.4385,89.08,149.7753,128.8752,134.9916
19-Dec-2011,2.6,1740.23,74.06,70.3056,89.08,149.6242,128.4858,134.9999
20-Dec-2011,2.6,1732.41,74,70.049,88.93,149.8892,128.9034,134.8103
21-Dec-2011,2.6,1735.75,73.65,69.9742,88.6,149.7461,128.6528,134.8625
22-Dec-2011,2.6,1733.54,73.89,69.985,88.38,149.9285,128.9689,135.0131
23-Dec-2011,2.6,1736.77,73.69,69.9983,88.61,149.9663,129.0688,134.9541
24-Dec-2011,2.6,1736.77,73.69,69.9983,88.27,149.9733,129.0724,134.9714
25-Dec-2011,2.6,1736.77,73.69,69.9983,88.27,149.9852,129.0801,134.9915
26-Dec-2011,2.6,1736.77,73.69,69.9983,88.27,149.9972,129.0901,135.0039
27-Dec-2011,2.6,1736.28,73.74,70.0337,88.27,149.9462,129.1,135.1399
28-Dec-2011,2.6,1727.65,73.86,69.9882,88.14,149.8598,128.523,135.1192
29-Dec-2011,2.6,1725.07,73.79,70.1724,88.18,149.9271,128.7642,135.1954
30-Dec-2011,2.6,1740.21,73.83,70.2358,88.25,150.2628,129.5827,135.46
31-Dec-2011,2.6,1740.21,73.83,70.2358,88.31,150.3923,129.6979,135.5856
01-Jan-2012,2.74,1740.21,73.83,70.2358,87.31,150.405,129.701,135.6047
02-Jan-2012,2.74,1746.71,73.95,70.2875,88.31,150.3206,129.7991,135.4296
03-Jan-2012,2.74,1771.05,74.21,70.4637,88.85,150.7603,130.2241,135.5661
04-Jan-2012,2.74,1768.56,73.95,70.104,88.92,150.6257,130.0784,135.5571
05-Jan-2012,2.74,1738.37,73.75,69.5291,88.89,150.5804,130.723,135.7688
06-Jan-2012,2.74,1738.37,73.75,69.5291,89.35,150.6916,130.7609,135.8576
07-Jan-2012,2.74,1738.37,73.75,69.5291,89.35,150.7038,130.7678,135.8774
08-Jan-2012,2.74,1738.37,73.75,69.5291,89.35,150.7159,130.7746,135.8975
09-Jan-2012,2.74,1740.22,73.61,69.4077,89.35,150.5951,130.3973,135.9174
10-Jan-2012,2.74,1733.45,73.75,69.7858,89.38,150.4832,130.5269,135.639
11-Jan-2012,2.74,1747.08,73.64,69.9891,89.47,150.5471,130.57,135.6597
12-Jan-2012,2.74,1737.77,73.42,70.1234,89.76,150.519,130.4887,135.6769
13-Jan-2012,2.74,1726.63,73.13,70.0121,89.51,150.4989,130.1733,135.6027
14-Jan-2012,2.74,1726.63,73.13,70.0121,89.35,150.5727,130.2386,135.6816
15-Jan-2012,2.74,1726.63,73.13,70.0121,89.35,150.5849,130.2455,135.7018
16-Jan-2012,2.74,1717.08,72.66,69.7933,89.35,150.3724,130.2725,135.6503
17-Jan-2012,2.74,1722.69,72.64,70.0916,89.52,150.7215,130.9153,135.7944
18-Jan-2012,2.74,1721.65,72.45,70.0801,89.44,150.5982,130.9628,135.8172
19-Jan-2012,2.74,1723.75,72.22,70.0571,88.64,150.5482,131.2649,135.9414
20-Jan-2012,2.74,1724.83,72.2,70.077,88.57,150.6261,131.2545,136.017
21-Jan-2012,2.74,1724.83,72.2,70.077,88.38,150.7026,131.3164,136.0941
22-Jan-2012,2.74,1724.83,72.2,70.077,88.38,150.7151,131.3233,136.1146
23-Jan-2012,2.74,1724.71,72.39,70.486,88.38,150.8585,131.4944,136.2381
24-Jan-2012,2.74,1715.67,72.21,70.3522,87.74,150.5764,131.3405,136.2655
25-Jan-2012,2.74,1723.41,72.18,70.574,88.03,150.8224,131.6564,136.4282
26-Jan-2012,2.74,1740.08,72.6,71.1862,88.49,151.2454,132.375,136.6027
27-Jan-2012,2.74,1737.06,72.54,71.2346,88.39,151.3046,132.769,136.5816
28-Jan-2012,2.74,1737.06,72.54,71.2346,88.7,151.4735,132.9149,136.7384
29-Jan-2012,2.74,1737.06,72.54,71.2346,88.7,151.486,132.9232,136.7597
30-Jan-2012,2.74,1738.2,72.35,71.4175,88.7,151.4081,133.8936,136.7971
31-Jan-2012,2.74,1727.28,72.72,72.0256,89.28,151.4119,134.3687,136.8478
01-Feb-2012,2.74,1729.14,73.01,72.3894,89.39,151.4881,134.5652,137.0305
02-Feb-2012,2.74,1740.76,73.18,72.8921,89.53,151.6573,134.6863,137.2184
03-Feb-2012,2.74,1756.07,73.97,73.316,90,152.0702,135.1991,137.4498
04-Feb-2012,2.74,1756.07,73.97,73.316,89.5,152.1281,135.2357,137.508
05-Feb-2012,2.74,1756.07,73.97,73.316,89.5,152.1403,135.2438,137.5292
06-Feb-2012,2.74,1756.09,74.07,72.9792,89.5,152.2536,135.3506,137.6039
07-Feb-2012,2.74,1759.47,73.95,73.1975,90.1,152.4212,135.8838,137.9087
08-Feb-2012,2.74,1768.75,73.9,73.2685,89.99,152.3941,135.6303,137.5564
09-Feb-2012,2.74,1778.11,74,73.1808,90.02,152.4875,135.7133,137.6109
10-Feb-2012,2.74,1766.26,73.44,72.7166,89.87,152.3094,135.2589,137.5847
11-Feb-2012,2.74,1766.26,73.44,72.7166,90.89,152.3638,135.3211,137.6492
12-Feb-2012,2.74,1766.26,73.44,72.7166,90.89,152.3763,135.33,137.6704
13-Feb-2012,2.74,1762.86,74.12,72.8014,90.89,152.2979,135.2804,137.7271
14-Feb-2012,2.74,1746.93,73.87,72.6719,90.89,152.4173,135.4936,137.8411
15-Feb-2012,2.74,1729.99,73.76,72.4236,91.34,152.3434,135.4752,137.8961
16-Feb-2012,2.74,1728.89,73.75,72.4622,91.39,151.5991,135.1745,137.8335
17-Feb-2012,2.74,1733.17,73.99,72.6631,91.63,151.819,135.6017,137.9663
18-Feb-2012,2.74,1733.17,73.99,72.6631,91.69,151.7548,135.4173,137.8738
19-Feb-2012,2.74,1733.17,73.99,72.6631,91.69,151.7674,135.4262,137.895
20-Feb-2012,2.74,1736.8,74.45,72.9167,91.69,152.4852,135.7168,137.9371
21-Feb-2012,2.74,1754.16,74.54,72.874,91.55,152.6429,135.5995,137.9807
22-Feb-2012,2.74,1752.16,74.54,72.7428,91.68,152.7273,135.9164,138.259
23-Feb-2012,2.74,1763.13,74.56,72.7758,91.62,152.5757,135.9123,138.3347
24-Feb-2012,2.74,1776.35,74.79,73.1638,91.21,152.7773,136.1306,138.4046
25-Feb-2012,2.74,1776.35,74.79,73.1638,91.02,152.7474,136.0407,138.3686
26-Feb-2012,2.74,1776.35,74.79,73.1638,91.02,152.7601,136.0494,138.3897
27-Feb-2012,2.74,1787.65,74.83,73.2187,91.02,152.6131,136.0947,138.3897
28-Feb-2012,2.74,1769.25,74.77,73.1412,91.15,152.6505,135.9859,138.4959
29-Feb-2012,2.74,1787.23,74.89,73.6107,91.48,152.6162,136.0355,138.5086
01-Mar-2012,2.74,1794.23,75.11,73.8127,92.07,152.7745,136.2812,138.5936
02-Mar-2012,2.74,1809.09,75.24,74.0496,92.65,152.9702,136.6523,138.8354
03-Mar-2012,2.74,1809.09,75.24,74.0496,92.07,152.8688,136.6212,138.7812
04-Mar-2012,2.74,1809.09,75.24,74.0496,92.07,152.8813,136.63,138.8024
05-Mar-2012,2.74,1784.98,74.99,73.9721,92.07,152.6814,136.6064,138.9536
06-Mar-2012,2.74,1767.65,75.4,73.7056,91.85,152.4549,136.3468,139.279
07-Mar-2012,2.74,1772.87,74.85,73.6211,91.79,152.4448,136.5585,139.4108
08-Mar-2012,2.74,1793.62,75.03,74.0919,92.23,152.6935,137.0733,139.4745
09-Mar-2012,2.74,1788.89,75.24,74.2296,92.25,152.8234,137.2549,139.5268
10-Mar-2012,2.74,1788.89,75.24,74.2296,91.76,152.8315,137.2479,139.5406
11-Mar-2012,2.74,1788.89,75.24,74.2296,91.76,152.8436,137.2563,139.5608
12-Mar-2012,2.74,1799.98,75.3,73.7852,91.76,152.9095,137.3852,139.7522
13-Mar-2012,2.74,1796.24,75.29,73.9974,91.81,153.027,137.8092,140.2139
14-Mar-2012,2.74,1819.06,75.3,74.2603,91.91,153.0838,138.089,140.5427
15-Mar-2012,2.74,1830.45,75.72,74.4913,91.95,153.0774,138.2076,140.5817
16-Mar-2012,2.74,1844.03,75.56,74.861,92.22,153.0746,138.14,140.609
17-Mar-2012,2.74,1844.03,75.56,74.861,92.4,152.8917,137.9457,140.4436
18-Mar-2012,2.74,1844.03,75.56,74.861,92.4,152.9042,137.9547,140.4644
19-Mar-2012,2.74,1848.42,76.18,75.9009,92.4,152.8694,138.0015,140.4315
20-Mar-2012,2.74,1837.39,76.2,75.7701,92.23,152.8456,137.9101,140.5065
21-Mar-2012,2.74,1831.79,76.52,75.7873,92.02,152.9208,138.3637,140.7901
22-Mar-2012,2.74,1809.59,75.83,75.2423,91.41,152.7164,137.9979,140.7095
23-Mar-2012,2.74,1803.56,75.87,75.2184,91.88,152.738,138.1615,140.8149
24-Mar-2012,2.74,1803.56,75.87,75.2184,91.32,152.6639,137.9973,140.7208
25-Mar-2012,2.74,1803.56,75.87,75.2184,91.32,152.6764,138.0064,140.7416
26-Mar-2012,2.74,1803.9,75.61,75.3336,91.32,152.6723,137.8371,140.5172
27-Mar-2012,2.74,1805.55,75.74,75.7604,91.35,152.7553,137.8312,140.3166
28-Mar-2012,2.74,1804.98,75.7,76.1138,90.7,152.3463,136.8571,139.9062
29-Mar-2012,2.74,1813.52,75.49,75.7281,90.33,152.4735,136.6928,139.8253
30-Mar-2012,2.74,1833.54,75.84,76.1652,91.09,152.8188,136.9553,139.8211
31-Mar-2012,2.74,1833.54,75.84,76.1652,91.52,152.8374,136.9055,139.8177
01-Apr-2012,2.74,1833.54,75.84,76.1652,91.52,152.8498,136.9162,139.8405
02-Apr-2012,2.74,1830.28,76.11,76.0935,91.52,152.896,137.1671,139.9272
03-Apr-2012,2.74,1835.55,76.09,76.525,91.02,152.9424,137.0902,140.0062
04-Apr-2012,2.74,1838.74,75.93,76.8362,90.4,152.5761,136.564,139.8977
05-Apr-2012,2.74,1843.86,75.77,76.5911,90.6,152.8008,136.8266,140.0733
06-Apr-2012,2.74,1843.22,75.61,76.5038,90.6,152.6522,136.8825,140.1385
07-Apr-2012,2.74,1843.22,75.61,76.5038,90.16,152.6128,136.8571,140.1242
08-Apr-2012,2.74,1843.22,75.61,76.5038,90.16,152.6253,136.868,140.1466
09-Apr-2012,2.74,1843.22,75.61,76.5038,90.16,152.6008,136.8237,140.1563
10-Apr-2012,2.74,1830.98,75.29,75.9382,90.16,152.486,136.6195,140.1219
11-Apr-2012,2.74,1822.72,75.22,75.8911,89.89,152.4606,136.5294,139.9672
12-Apr-2012,2.74,1831.63,75.06,75.9385,90.4,152.8262,136.6934,140.0148
13-Apr-2012,2.74,1837.99,75.18,75.9727,90.62,152.637,136.517,140.037
14-Apr-2012,2.74,1837.99,75.18,75.9727,89.92,152.6477,136.498,140.0465
15-Apr-2012,2.74,1837.99,75.18,75.9727,89.92,152.6598,136.5087,140.0684
16-Apr-2012,2.74,1836.03,75.07,75.8852,89.92,152.6302,136.4406,140.0261
17-Apr-2012,2.74,1845.02,75.07,76.0379,90.43,152.8892,136.9234,140.1299
18-Apr-2012,2.74,1839.83,75.02,75.8133,89.88,152.8104,137.3236,140.4425
19-Apr-2012,2.74,1830.14,74.88,75.6264,89.79,152.8732,137.6325,140.825
20-Apr-2012,2.74,1828.28,74.72,75.6977,89.67,152.7788,137.7023,141.0193
21-Apr-2012,2.74,1828.28,74.72,75.6977,89.09,152.9157,137.796,141.1289
22-Apr-2012,2.74,1828.28,74.72,75.6977,89.09,152.9274,137.8062,141.15
23-Apr-2012,2.74,1805.71,74.02,74.6982,89.09,152.2407,137.2481,141.0728
24-Apr-2012,2.74,1806.99,73.74,74.6049,89.29,152.8342,137.7255,141.4106
25-Apr-2012,2.74,1813.07,73.69,74.6713,89.74,154.0179,138.2956,141.6212
26-Apr-2012,2.74,1803.36,73.43,74.6102,89.69,154.0227,138.4386,141.7125
27-Apr-2012,2.74,1802.34,73.11,74.4082,89.88,154.0424,138.4875,141.7621
28-Apr-2012,2.74,1802.34,73.11,74.4082,89.8,154.0364,138.482,141.7682
29-Apr-2012,2.74,1802.34,73.11,74.4082,89.8,154.0493,138.4941,141.7898
30-Apr-2012,2.74,1800.76,72.8,74.2506,89.8,154.1923,138.4997,141.8414
01-May-2012,2.74,1800.76,72.8,74.2506,89.51,154.0403,138.3828,141.7352
02-May-2012,2.74,1815.61,72.65,74.2362,89.51,153.9781,138.4375,141.7896
03-May-2012,2.74,1820.7,72.72,74.8309,89.27,154.1539,138.6569,142.0322
04-May-2012,2.74,1828.4,73.32,75.023,88.93,153.8509,138.1579,141.9046
05-May-2012,2.74,1828.4,73.32,75.023,88.41,153.9134,138.2149,141.9651
06-May-2012,2.74,1828.4,73.32,75.023,88.41,153.9256,138.2266,141.986
07-May-2012,2.74,1813.58,72.88,74.7683,88.41,153.9218,138.1213,141.9752
08-May-2012,2.74,1808.73,72.59,74.2946,88.37,153.8016,138.0121,142.0597
09-May-2012,2.74,1801.41,72.14,73.8333,87.97,153.6221,137.7362,141.965
10-May-2012,2.74,1795.17,72.03,73.5782,88.05,153.6234,137.8087,141.9769
11-May-2012,2.74,1783.98,71.76,72.8255,88.28,153.5303,137.7618,141.9907
12-May-2012,2.74,1783.98,71.76,72.8255,87.4,153.5058,137.7371,141.9811
13-May-2012,2.74,1783.98,71.76,72.8255,87.4,153.5181,137.7477,142.0008
14-May-2012,2.74,1763.51,71.33,72.0445,87.4,153.1125,137.1349,141.8788
15-May-2012,2.74,1756.27,70.93,71.9622,87.02,152.9836,136.8564,141.7499
16-May-2012,2.74,1736.3,70.51,71.4528,86.75,152.366,136.1392,141.3132
17-May-2012,2.74,1711.12,69.88,70.5742,86.69,152.4922,136.083,141.4346
18-May-2012,2.74,1733.32,69.66,70.5474,87.05,152.4316,135.9916,141.4143
19-May-2012,2.74,1733.32,69.66,70.5474,87.32,152.5519,136.1051,141.5105
20-May-2012,2.74,1733.32,69.66,70.5474,87.32,152.5643,136.116,141.5299
21-May-2012,2.74,1733.03,69.98,70.7762,87.32,152.9254,136.4214,141.5885
22-May-2012,2.74,1745.11,69.7,70.8775,87.22,153.1275,137.1936,142.0629
23-May-2012,2.74,1720.36,69.11,69.863,86.66,152.9215,136.5794,141.815
24-May-2012,2.74,1714.13,68.42,69.6058,86.35,152.9316,136.8552,142.1109
25-May-2012,2.74,1696.78,68.58,69.5839,86.89,152.8485,136.9362,142.178
26-May-2012,2.74,1696.78,68.58,69.5839,86.54,152.904,136.9763,142.2242
27-May-2012,2.74,1696.78,68.58,69.5839,86.54,152.9165,136.9872,142.246
28-May-2012,2.74,1684.47,68.45,69.3745,86.54,152.771,136.925,142.2931
29-May-2012,2.74,1687.61,68.11,69.3735,86.81,152.999,137.2326,142.6311
30-May-2012,2.74,1670.33,68.04,68.6942,86.17,152.5477,136.7558,142.6485
31-May-2012,2.74,1668.46,67.86,68.5218,85.97,152.569,136.7994,142.6306
01-Jun-2012,2.74,1628.36,67.11,67.7957,85.51,152.0161,136.1827,142.4097
02-Jun-2012,2.74,1628.36,67.11,67.7957,85.96,152.2985,136.4267,142.6053
03-Jun-2012,2.74,1628.36,67.11,67.7957,85.96,152.3116,136.438,142.627
04-Jun-2012,2.74,1637.29,66.73,67.4,85.96,152.0415,136.2576,142.6341
05-Jun-2012,2.74,1638.61,67.35,67.5194,85.47,152.1489,136.2309,142.4663
06-Jun-2012,2.74,1644.88,67.57,68.0315,86.26,152.3665,136.8725,142.7511
07-Jun-2012,2.74,1644.88,67.57,68.0315,86.46,152.5898,137.2918,143.1443
08-Jun-2012,2.74,1635.82,67.79,68.1829,86.46,152.5398,137.3192,143.2989
09-Jun-2012,2.74,1635.82,67.79,68.1829,86.6,152.5124,137.2937,143.2913
10-Jun-2012,2.74,1635.82,67.79,68.1829,86.6,152.5255,137.3048,143.3128
11-Jun-2012,2.74,1651.82,68.16,68.9467,86.6,152.5235,137.6807,143.5999
12-Jun-2012,2.74,1636.83,67.84,68.7649,86.11,152.3464,137.3166,143.511
13-Jun-2012,2.74,1622.43,67.37,68.2248,86.06,152.3504,137.4538,143.7059
14-Jun-2012,2.74,1624.18,67.02,68.3273,85.98,152.3462,137.7466,143.8624
15-Jun-2012,2.74,1619.35,66.85,68.6784,86.13,152.3699,138.1058,144.0119
16-Jun-2012,2.74,1619.35,66.85,68.6784,86.37,152.2341,137.9989,143.9419
17-Jun-2012,2.74,1619.35,66.85,68.6784,86.37,152.247,138.0098,143.963
18-Jun-2012,2.74,1623.08,66.86,69.0021,86.37,152.3688,138.0014,144.1089
19-Jun-2012,2.74,1619.96,66.62,69.1223,86.35,152.3728,138.3005,144.1909
20-Jun-2012,2.74,1619.75,66.55,69.2252,86.94,152.4878,138.6375,144.3513
21-Jun-2012,2.74,1635.5,66.45,68.8992,86.61,152.4939,138.4274,144.3245
22-Jun-2012,2.74,1635.5,66.45,68.8992,86.83,152.4819,138.1081,144.1804
23-Jun-2012,2.74,1635.5,66.45,68.8992,86.83,152.4948,138.119,144.2014
24-Jun-2012,2.74,1635.5,66.45,68.8992,86.83,152.5077,138.1298,144.2223
25-Jun-2012,2.74,1635.5,66.45,68.8992,86.83,152.4242,137.7362,144.1381
26-Jun-2012,2.74,1626.33,66.36,68.4274,86.83,152.5213,137.7928,144.1182
27-Jun-2012,2.74,1622.05,65.98,68.6788,86.86,152.3406,137.7426,144.2045
28-Jun-2012,2.74,1637.4,65.77,68.0664,86.43,152.5014,137.8174,144.0644
29-Jun-2012,2.74,1693.85,66.51,69.1581,87.15,152.9799,138.6512,144.2909
30-Jun-2012,2.74,1693.85,66.51,69.1581,87.14,152.7637,138.4807,144.1762
01-Jul-2012,2.74,1693.85,66.51,69.1581,87.14,152.775,138.4885,144.195
02-Jul-2012,2.74,1699.71,66.84,69.6451,87.14,153.0121,138.5714,144.2272
03-Jul-2012,2.74,1676.55,66.69,70.1032,87.5,152.9286,138.7976,144.4062
04-Jul-2012,2.74,1667.11,66.53,69.9111,87.68,152.6478,138.6372,144.419
05-Jul-2012,2.74,1677.2,66.78,69.861,87.75,152.5937,138.6282,144.3995
06-Jul-2012,2.74,1674.78,66.64,69.7092,87.72,152.586,138.4131,144.375
07-Jul-2012,2.74,1674.78,66.64,69.7092,88.54,152.6941,138.5165,144.4572
08-Jul-2012,2.74,1674.78,66.64,69.7092,88.54,152.7258,138.5268,144.4756
09-Jul-2012,2.74,1665.26,66.49,69.5996,88.54,152.5743,138.3242,144.4846
10-Jul-2012,2.74,1660.77,66.21,69.5952,88.92,152.4793,138.4447,144.6604
11-Jul-2012,2.74,1672.34,66.38,69.5399,89.05,152.6691,138.4954,144.6825
12-Jul-2012,2.74,1668.74,66.53,69.4967,89.41,152.7986,138.6175,144.7845
13-Jul-2012,2.74,1678.05,66.32,69.6245,89.87,153.0833,139.162,144.9079
14-Jul-2012,2.74,1678.05,66.32,69.6245,89.8,153.0478,139.1298,144.8883
15-Jul-2012,2.74,1678.05,66.32,69.6245,89.8,153.0595,139.1405,144.907
16-Jul-2012,2.74,1685.79,66.78,70.0906,89.8,152.9925,139.3174,145.021
17-Jul-2012,2.74,1694.55,66.68,70.2,89.75,153.0604,139.3534,145.0198
18-Jul-2012,2.74,1692.08,66.28,70.1836,89.46,152.9873,139.6219,145.0032
19-Jul-2012,2.74,1701.03,66.75,70.2468,89.86,153.2465,139.844,145.3035
20-Jul-2012,2.74,1693.33,66.58,70.3027,89.97,153.1339,139.5063,145.2707
21-Jul-2012,2.74,1693.33,66.58,70.3027,89.44,153.5077,139.8672,145.5843
22-Jul-2012,2.74,1693.33,66.58,70.3027,89.44,153.5193,139.8771,145.6014
23-Jul-2012,2.74,1676.63,65.84,69.183,89.44,153.2529,139.1057,145.3557
24-Jul-2012,2.74,1670.99,65.51,68.8445,89.71,153.0158,139.0727,145.4079
25-Jul-2012,2.74,1680.51,65.57,68.6585,89.81,152.9669,139.0312,145.3665
26-Jul-2012,2.74,1690.6,65.85,68.9148,89.9,153.1858,139.5578,145.4833
27-Jul-2012,2.74,1691.46,65.93,69.166,90.44,153.539,139.935,145.5792
28-Jul-2012,2.74,1691.46,65.93,69.166,90.64,153.6189,139.9739,145.7128
